phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,path_len,query_len,url_len,scheme,host
9126771,https://multisynceprotocol.web.app/app/,http://www.phishtank.com/phish_detail.php?phish_id=9126771,2025-06-13T13:13:25+00:00,yes,2025-06-13T13:22:16+00:00,yes,Other,web.app,5,0,39,https,multisynceprotocol.web.app
9126770,https://multisynceprotocol.firebaseapp.com/app/,http://www.phishtank.com/phish_detail.php?phish_id=9126770,2025-06-13T13:08:45+00:00,yes,2025-06-13T13:12:47+00:00,yes,Other,firebaseapp.com,5,0,47,https,multisynceprotocol.firebaseapp.com
9126766,https://mantap.yumnfai.sbs/security-check/signin,http://www.phishtank.com/phish_detail.php?phish_id=9126766,2025-06-13T12:58:28+00:00,yes,2025-06-13T13:03:19+00:00,yes,Other,yumnfai.sbs,22,0,48,https,mantap.yumnfai.sbs
9126765,https://allegro.pl-oferta5697019.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126765,2025-06-13T12:56:24+00:00,yes,2025-06-13T13:03:19+00:00,yes,Allegro,pl-oferta5697019.icu,0,0,36,https,allegro.pl-oferta5697019.icu
9126764,https://allegrolokalnie.pl-oferta5697019.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126764,2025-06-13T12:56:15+00:00,yes,2025-06-13T13:03:19+00:00,yes,Allegro,pl-oferta5697019.icu,0,0,44,https,allegrolokalnie.pl-oferta5697019.icu
9126761,http://allegro.pl-oferta3891593.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126761,2025-06-13T12:51:10+00:00,yes,2025-06-13T13:03:19+00:00,yes,Allegro,pl-oferta3891593.icu,0,0,35,http,allegro.pl-oferta3891593.icu
9126754,https://allegro.pl-oferta103458710801.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126754,2025-06-13T12:43:39+00:00,yes,2025-06-13T12:51:58+00:00,yes,Allegro,pl-oferta103458710801.icu,0,0,41,https,allegro.pl-oferta103458710801.icu
9126745,https://www.mpscontrollosicurezza.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126745,2025-06-13T12:34:35+00:00,yes,2025-06-13T12:42:18+00:00,yes,Other,mpscontrollosicurezza.com,1,0,38,https,www.mpscontrollosicurezza.com
9126740,http://allegrolokalnie.pl-oferta3891593.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126740,2025-06-13T12:29:57+00:00,yes,2025-06-13T12:32:30+00:00,yes,Allegro,pl-oferta3891593.icu,0,0,43,http,allegrolokalnie.pl-oferta3891593.icu
9126739,https://webde0037hhy.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126739,2025-06-13T12:29:38+00:00,yes,2025-06-13T12:32:30+00:00,yes,Other,weebly.com,1,0,32,https,webde0037hhy.weebly.com
9126728,https://tpkha.com/htaccess/,http://www.phishtank.com/phish_detail.php?phish_id=9126728,2025-06-13T12:14:50+00:00,yes,2025-06-13T12:22:34+00:00,yes,Other,tpkha.com,10,0,27,https,tpkha.com
9126722,http://allegrolokalnie.pl-oferta103458710801.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126722,2025-06-13T11:39:09+00:00,yes,2025-06-13T11:42:00+00:00,yes,Allegro,pl-oferta103458710801.icu,0,0,48,http,allegrolokalnie.pl-oferta103458710801.icu
9126718,https://promerdure.ha003.t.mydomain.zone/web/login/,http://www.phishtank.com/phish_detail.php?phish_id=9126718,2025-06-13T11:30:09+00:00,yes,2025-06-13T11:32:35+00:00,yes,Other,mydomain.zone,11,0,51,https,promerdure.ha003.t.mydomain.zone
9126719,https://promerdure.ha003.t.mydomain.zone/web/login/auth/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9126719,2025-06-13T11:30:09+00:00,yes,2025-06-13T11:32:35+00:00,yes,Other,mydomain.zone,25,0,65,https,promerdure.ha003.t.mydomain.zone
9126717,https://numericable.helpjuice.com/dkermule963467groupes,http://www.phishtank.com/phish_detail.php?phish_id=9126717,2025-06-13T11:30:08+00:00,yes,2025-06-13T11:32:35+00:00,yes,Other,helpjuice.com,22,0,55,https,numericable.helpjuice.com
9126716,https://allegrolokalnie.pz-1562285.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=9126716,2025-06-13T11:27:49+00:00,yes,2025-06-13T11:32:35+00:00,yes,Allegro,pz-1562285.xyz,1,0,39,https,allegrolokalnie.pz-1562285.xyz
9126706,https://dev.root1free.com/pages/banks/cmu/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126706,2025-06-13T11:02:02+00:00,yes,2025-06-13T11:12:33+00:00,yes,Other,root1free.com,26,0,51,https,dev.root1free.com
9126705,https://dev.root1free.com/pages/banks/cic/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126705,2025-06-13T11:01:49+00:00,yes,2025-06-13T11:12:33+00:00,yes,Other,root1free.com,26,0,51,https,dev.root1free.com
9126704,https://dev.root1free.com/pages/banks/lbp/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126704,2025-06-13T11:01:38+00:00,yes,2025-06-13T11:03:08+00:00,yes,Other,root1free.com,26,0,51,https,dev.root1free.com
9126703,https://taap.it/jc5RJg,http://www.phishtank.com/phish_detail.php?phish_id=9126703,2025-06-13T11:01:17+00:00,yes,2025-06-13T11:03:08+00:00,yes,Other,taap.it,7,0,22,https,taap.it
9126702,https://dev.root1free.com/?token=YmFyaXBAZnJlZS5mcnxNSVNFQVV8SkVBTi1NQVJJRXwwIDU0IEFWRU5VRSBMT1VJUyBNSUNIRUwgVklMTEFafDM4MjcwfEJFQVVSRVBBSVJFfDA2NDQ2NjkzNTN8RlI3NjEzOTA2MDAwNTg1ODA3MTE1NjAwMDg3fEZSNzYxMzkwNjAwMDU4NTgwNzExNTYwMDA4N3xBR1JJRlJQUDgzOXwxNS8wNS8yMDI1,http://www.phishtank.com/phish_detail.php?phish_id=9126702,2025-06-13T11:01:02+00:00,yes,2025-06-13T11:03:08+00:00,yes,Abonn̩ Free Mobile,root1free.com,1,234,261,https,dev.root1free.com
9126701,https://allegrolokalnie.pz-487435.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=9126701,2025-06-13T11:00:56+00:00,yes,2025-06-13T11:03:08+00:00,yes,Allegro,pz-487435.xyz,1,0,38,https,allegrolokalnie.pz-487435.xyz
9126696,https://luipiin.wixsite.com/my-site-1,http://www.phishtank.com/phish_detail.php?phish_id=9126696,2025-06-13T10:54:43+00:00,yes,2025-06-13T11:03:08+00:00,yes,Other,wixsite.com,10,0,37,https,luipiin.wixsite.com
9126693,https://root1free.com/pages/banks/cic/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126693,2025-06-13T10:36:17+00:00,yes,2025-06-13T10:41:59+00:00,yes,Other,root1free.com,26,0,47,https,root1free.com
9126692,https://root1free.com/pages/banks/cmu/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126692,2025-06-13T10:36:06+00:00,yes,2025-06-13T10:41:59+00:00,yes,Other,root1free.com,26,0,47,https,root1free.com
9126691,https://root1free.com/pages/banks/lbp/index.php,http://www.phishtank.com/phish_detail.php?phish_id=9126691,2025-06-13T10:35:50+00:00,yes,2025-06-13T10:41:59+00:00,yes,Abonn̩ Free Mobile,root1free.com,26,0,47,https,root1free.com
9126690,https://root1free.com/?token=YmFyaXBAZnJlZS5mcnxNSVNFQVV8SkVBTi1NQVJJRXwwIDU0IEFWRU5VRSBMT1VJUyBNSUNIRUwgVklMTEFafDM4MjcwfEJFQVVSRVBBSVJFfDA2NDQ2NjkzNTN8RlI3NjEzOTA2MDAwNTg1ODA3MTE1NjAwMDg3fEZSNzYxMzkwNjAwMDU4NTgwNzExNTYwMDA4N3xBR1JJRlJQUDgzOXwxNS8wNS8yMDI1,http://www.phishtank.com/phish_detail.php?phish_id=9126690,2025-06-13T10:35:17+00:00,yes,2025-06-13T10:41:59+00:00,yes,Abonn̩ Free Mobile,root1free.com,1,234,257,https,root1free.com
9126688,https://profile.traditionals.world/instructions.shtml?home=CERT@PKOBP.PL,http://www.phishtank.com/phish_detail.php?phish_id=9126688,2025-06-13T10:31:13+00:00,yes,2025-06-13T10:41:59+00:00,yes,Other,traditionals.world,19,18,72,https,profile.traditionals.world
9126669,https://support-metamaskline.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9126669,2025-06-13T10:04:57+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,webflow.io,0,0,39,https,support-metamaskline.webflow.io
9126668,https://mitamskielogwn.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9126668,2025-06-13T10:04:56+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,webflow.io,0,0,33,https,mitamskielogwn.webflow.io
9126665,https://metamasklxiginee.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9126665,2025-06-13T10:04:01+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,webflow.io,0,0,35,https,metamasklxiginee.webflow.io
9126664,https://metamask-walletttt.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9126664,2025-06-13T10:03:55+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,webflow.io,0,0,37,https,metamask-walletttt.webflow.io
9126663,https://metaamaskloginee.webflow.io,http://www.phishtank.com/phish_detail.php?phish_id=9126663,2025-06-13T10:03:11+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,webflow.io,0,0,35,https,metaamaskloginee.webflow.io
9126657,https://options.facturaction.bizzkonn.com/identifier?pageMessage=wrong-mandant-redirect~~activating&login_hint,http://www.phishtank.com/phish_detail.php?phish_id=9126657,2025-06-13T10:02:03+00:00,yes,2025-06-13T10:12:55+00:00,yes,Other,bizzkonn.com,11,57,110,https,options.facturaction.bizzkonn.com
9126651,https://davepike564.wixstudio.com/my-site-1,http://www.phishtank.com/phish_detail.php?phish_id=9126651,2025-06-13T10:00:44+00:00,yes,2025-06-13T10:03:10+00:00,yes,Other,wixstudio.com,10,0,43,https,davepike564.wixstudio.com
9126642,https://mybt-8383-broadband.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9126642,2025-06-13T09:45:43+00:00,yes,2025-06-13T09:52:16+00:00,yes,Other,webflow.io,1,0,39,https,mybt-8383-broadband.webflow.io
9126638,https://kft.qlv.mybluehostin.me/.well-known/wait/as/signin.php,http://www.phishtank.com/phish_detail.php?phish_id=9126638,2025-06-13T09:31:25+00:00,yes,2025-06-13T09:41:43+00:00,yes,Other,mybluehostin.me,31,0,62,https,kft.qlv.mybluehostin.me
9126631,https://jupnftvoucher.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126631,2025-06-13T09:22:17+00:00,yes,2025-06-13T09:32:25+00:00,yes,Other,jupnftvoucher.com,1,0,26,https,jupnftvoucher.com
9126630,http://allegro.pl-oferta84972.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9126630,2025-06-13T09:21:22+00:00,yes,2025-06-13T09:32:25+00:00,yes,Allegro,pl-oferta84972.cfd,0,0,33,http,allegro.pl-oferta84972.cfd
9126628,https://btcnode-connect.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9126628,2025-06-13T09:21:05+00:00,yes,2025-06-13T09:22:34+00:00,yes,Other,pages.dev,1,0,34,https,btcnode-connect.pages.dev
9126627,https://mindofpepe-as.web.app/dev/,http://www.phishtank.com/phish_detail.php?phish_id=9126627,2025-06-13T09:15:22+00:00,yes,2025-06-13T09:22:34+00:00,yes,Other,web.app,5,0,34,https,mindofpepe-as.web.app
9126626,https://plucky-decade-179575.framer.app/,http://www.phishtank.com/phish_detail.php?phish_id=9126626,2025-06-13T09:08:47+00:00,yes,2025-06-13T09:12:30+00:00,yes,Other,framer.app,1,0,40,https,plucky-decade-179575.framer.app
9126620,https://lolakksjajaj.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126620,2025-06-13T08:53:22+00:00,yes,2025-06-13T09:03:07+00:00,yes,Other,weeblysite.com,1,0,36,https,lolakksjajaj.weeblysite.com
9126619,https://demrelate9918.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126619,2025-06-13T08:53:13+00:00,yes,2025-06-13T09:03:07+00:00,yes,Other,weeblysite.com,1,0,37,https,demrelate9918.weeblysite.com
9126618,https://lakelakershsg.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126618,2025-06-13T08:50:51+00:00,yes,2025-06-13T09:03:07+00:00,yes,Other,weeblysite.com,1,0,37,https,lakelakershsg.weeblysite.com
9126615,https://authyrandolphbrks.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9126615,2025-06-13T08:45:39+00:00,yes,2025-06-13T08:51:48+00:00,yes,Other,vercel.app,1,0,37,https,authyrandolphbrks.vercel.app
9126614,https://sso---ndax-cdnn-autha.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9126614,2025-06-13T08:41:11+00:00,yes,2025-06-13T08:51:48+00:00,yes,Other,webflow.io,1,0,41,https,sso---ndax-cdnn-autha.webflow.io
9126612,https://ndax-app-ca.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9126612,2025-06-13T08:39:54+00:00,yes,2025-06-13T08:51:48+00:00,yes,Other,webflow.io,1,0,31,https,ndax-app-ca.webflow.io
9126609,https://coiunbasee_pro_logins.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126609,2025-06-13T08:36:42+00:00,yes,2025-06-13T08:51:48+00:00,yes,Coinbase,godaddysites.com,1,0,47,https,coiunbasee_pro_logins.godaddysites.com
9126608,https://coinbase_prologinn.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126608,2025-06-13T08:35:39+00:00,yes,2025-06-13T08:41:58+00:00,yes,Coinbase,godaddysites.com,1,0,44,https,coinbase_prologinn.godaddysites.com
9126607,https://sso---ndax-cdnn-aauth.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9126607,2025-06-13T08:33:50+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,webflow.io,1,0,41,https,sso---ndax-cdnn-aauth.webflow.io
9126606,https://account-help-id033195916.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9126606,2025-06-13T08:32:27+00:00,yes,2025-06-13T08:41:58+00:00,yes,Facebook,vercel.app,1,0,44,https,account-help-id033195916.vercel.app
9126605,https://ty2257.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126605,2025-06-13T08:30:32+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,ty2257.top,7,0,25,https,ty2257.top
9126604,https://k2239.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126604,2025-06-13T08:30:31+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,k2239.top,7,0,24,https,k2239.top
9126603,https://ty7762.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126603,2025-06-13T08:30:30+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,ty7762.top,7,0,25,https,ty7762.top
9126602,https://ty5525.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126602,2025-06-13T08:30:29+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,ty5525.top,7,0,25,https,ty5525.top
9126601,https://ty2286.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126601,2025-06-13T08:30:28+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,ty2286.top,7,0,25,https,ty2286.top
9126600,https://dk2223.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126600,2025-06-13T08:30:26+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,dk2223.top,7,0,25,https,dk2223.top
9126599,https://dk8825.top/sbiuen,http://www.phishtank.com/phish_detail.php?phish_id=9126599,2025-06-13T08:30:24+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,dk8825.top,7,0,25,https,dk8825.top
9126597,https://update-me4-custom-tok-4kz0xtd-depot.s3.ap-northeast-1.amazonaws.com/WTo5GcO,http://www.phishtank.com/phish_detail.php?phish_id=9126597,2025-06-13T08:23:06+00:00,yes,2025-06-13T08:41:58+00:00,yes,Other,amazonaws.com,8,0,83,https,update-me4-custom-tok-4kz0xtd-depot.s3.ap-northeast-1.amazonaws.com
9126596,https://gallego.fr/articles_1.php,http://www.phishtank.com/phish_detail.php?phish_id=9126596,2025-06-13T08:22:59+00:00,yes,2025-06-13T08:32:15+00:00,yes,Other,gallego.fr,15,0,33,https,gallego.fr
9126595,https://mwe-eight.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9126595,2025-06-13T08:22:29+00:00,yes,2025-06-13T08:32:15+00:00,yes,Other,vercel.app,1,0,29,https,mwe-eight.vercel.app
9126592,https://amelifrance-assiste.onrender.com/informations,http://www.phishtank.com/phish_detail.php?phish_id=9126592,2025-06-13T08:04:21+00:00,yes,2025-06-13T08:12:13+00:00,yes,Other,onrender.com,13,0,53,https,amelifrance-assiste.onrender.com
9126591,https://amelifrance-assiste.onrender.com/,http://www.phishtank.com/phish_detail.php?phish_id=9126591,2025-06-13T08:04:01+00:00,yes,2025-06-13T08:12:13+00:00,yes,Other,onrender.com,1,0,41,https,amelifrance-assiste.onrender.com
9126589,https://webmail-ionos.de-at.cc/#Zxp=7CwctH7&tdMUXTGw8=Gwl7&FqOHeQny=QQqiQ&OUJ=0dKi&gZrW=WFz,http://www.phishtank.com/phish_detail.php?phish_id=9126589,2025-06-13T08:04:00+00:00,yes,2025-06-13T08:12:13+00:00,yes,Other,de-at.cc,1,0,91,https,webmail-ionos.de-at.cc
9126590,https://amelifrance-assiste.onrender.com/details,http://www.phishtank.com/phish_detail.php?phish_id=9126590,2025-06-13T08:04:00+00:00,yes,2025-06-13T08:12:13+00:00,yes,Other,onrender.com,8,0,48,https,amelifrance-assiste.onrender.com
9126585,https://allegrolokalnie.pl-oferta1737073.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126585,2025-06-13T07:58:07+00:00,yes,2025-06-13T08:02:49+00:00,yes,Allegro,pl-oferta1737073.icu,0,0,44,https,allegrolokalnie.pl-oferta1737073.icu
9126583,https://allegrolokalnie.pl-oferta84972.cfd,http://www.phishtank.com/phish_detail.php?phish_id=9126583,2025-06-13T07:54:59+00:00,yes,2025-06-13T08:02:49+00:00,yes,Allegro,pl-oferta84972.cfd,0,0,42,https,allegrolokalnie.pl-oferta84972.cfd
9126574,https://vxity.cn/#/,http://www.phishtank.com/phish_detail.php?phish_id=9126574,2025-06-13T07:43:59+00:00,yes,2025-06-13T07:51:54+00:00,yes,Other,vxity.cn,1,0,19,https,vxity.cn
9126573,http://allegro.pl-oferta4987283.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126573,2025-06-13T07:42:17+00:00,yes,2025-06-13T07:51:54+00:00,yes,Allegro,pl-oferta4987283.icu,0,0,35,http,allegro.pl-oferta4987283.icu
9126570,http://allegrolokalnie.pl-oferta4987283.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126570,2025-06-13T07:37:58+00:00,yes,2025-06-13T07:41:55+00:00,yes,Allegro,pl-oferta4987283.icu,0,0,43,http,allegrolokalnie.pl-oferta4987283.icu
9126569,https://shadow-sys-mailbox.glitch.me/?auth=tips@fbi.gov,http://www.phishtank.com/phish_detail.php?phish_id=9126569,2025-06-13T07:33:09+00:00,yes,2025-06-13T07:41:55+00:00,yes,Other,glitch.me,1,17,55,https,shadow-sys-mailbox.glitch.me
9126563,https://canalplus.cc/captcha.php,http://www.phishtank.com/phish_detail.php?phish_id=9126563,2025-06-13T07:25:54+00:00,yes,2025-06-13T07:32:11+00:00,yes,Other,canalplus.cc,12,0,32,https,canalplus.cc
9126562,http://canalplus.cc,http://www.phishtank.com/phish_detail.php?phish_id=9126562,2025-06-13T07:25:52+00:00,yes,2025-06-13T07:32:11+00:00,yes,Other,canalplus.cc,0,0,19,http,canalplus.cc
9126560,https://starizpk.com/tuny/,http://www.phishtank.com/phish_detail.php?phish_id=9126560,2025-06-13T07:23:40+00:00,yes,2025-06-13T07:32:11+00:00,yes,Other,starizpk.com,6,0,26,https,starizpk.com
9126556,http://allegrolokalnie.pl-oferta4924010.icu,http://www.phishtank.com/phish_detail.php?phish_id=9126556,2025-06-13T07:15:27+00:00,yes,2025-06-13T07:22:15+00:00,yes,Allegro,pl-oferta4924010.icu,0,0,43,http,allegrolokalnie.pl-oferta4924010.icu
9126554,https://juliamoss.com.br/rd/?em=redacted@abuse.ionos.com,http://www.phishtank.com/phish_detail.php?phish_id=9126554,2025-06-13T07:12:02+00:00,yes,2025-06-13T07:22:15+00:00,yes,Other,juliamoss.com.br,4,27,56,https,juliamoss.com.br
9126553,https://riowkledf.pages.dev/?UsIm6M=aaaa@example.jp(&amp;)IzOTA,http://www.phishtank.com/phish_detail.php?phish_id=9126553,2025-06-13T07:09:32+00:00,yes,2025-06-13T07:22:15+00:00,yes,Other,pages.dev,1,34,63,https,riowkledf.pages.dev
9126551,https://readable-backgrounds-287471.framer.app/,http://www.phishtank.com/phish_detail.php?phish_id=9126551,2025-06-13T07:01:45+00:00,yes,2025-06-13T07:02:57+00:00,yes,Other,framer.app,1,0,47,https,readable-backgrounds-287471.framer.app
9126547,https://allegrolokalnie.8073423.sbs/?id=FGJ9EMFMDaNiJbEEbM19FKCc3197aJ,http://www.phishtank.com/phish_detail.php?phish_id=9126547,2025-06-13T06:53:54+00:00,yes,2025-06-13T07:02:57+00:00,yes,Allegro,8073423.sbs,1,33,70,https,allegrolokalnie.8073423.sbs
9126544,https://allegro.pl-oferta1662168.icu/,http://www.phishtank.com/phish_detail.php?phish_id=9126544,2025-06-13T06:47:25+00:00,yes,2025-06-13T06:51:48+00:00,yes,Allegro,pl-oferta1662168.icu,1,0,37,https,allegro.pl-oferta1662168.icu
9126543,https://profil-pracownika.click/payu,http://www.phishtank.com/phish_detail.php?phish_id=9126543,2025-06-13T06:46:13+00:00,yes,2025-06-13T06:51:48+00:00,yes,Other,profil-pracownika.click,5,0,36,https,profil-pracownika.click
